Multiplier,SSIM,Cost function
mul4343,0.9758296138323306,2702.918957925601
mul3444,0.9732531892888058,2690.956150664401
mul4444,0.9657291185934356,2679.016233600001
mul4441,0.9579286394228912,2747.032324920001
mul4113,0.9400461029345384,2828.1446084916
mul3144,0.9363966385338574,2759.1244938180007
mul4144,0.9265732490424646,2747.032324920001
mul9999,0.9970310355882251,2904.453409176001
mul9989,0.996999282429488,2921.986959258601
mul9994,0.9960616606350124,2847.2504955030013
mul8994,0.9945173648772988,2864.5966605024005
mul9893,0.9939706476477352,2876.9381316000004
mul3994,0.9906931269523322,2802.785727168001
mul9949,0.9898836779858172,2847.2504955030013
mul9944,0.989424272127864,2790.609995016001
mul4942,0.9888835557944778,2793.143724417001
mul4943,0.9868145567894988,2746.5897323232007
mul4944,0.985611249461662,2734.531907715001
mul4934,0.9819753772872152,2746.5897323232007
mul3944,0.9794187830444764,2746.5897323232007
mul3933,0.9734864140635896,2770.7740521300007
mul4814,0.9719745862639562,2820.4251138360005
mul4422,0.9710070921582548,2795.5804766400006
mul3833,0.9700480737493226,2787.8889411684
mul4442,0.9686790105817696,2737.013906880001
mul4294,0.9676191857270616,2793.143724417001
mul4449,0.966130452855112,2734.531907715001
mul4444,0.964349615097104,2679.016233600001
mul4434,0.9611970289160696,2690.956150664401
mul3444,0.9551071312688332,2690.956150664401
mul3434,0.9527323766524578,2702.918957925601
mul3433,0.9494453851743762,2714.9046553836006
mul4394,0.9467835790391252,2746.5897323232007
mul4349,0.9409211993264868,2746.5897323232007
mul4344,0.9398347131662425,2690.956150664401
mul4334,0.9370659696024536,2702.918957925601
mul4134,0.9343944608958944,2759.1244938180007
mul3344,0.9289746123908074,2702.918957925601
mul3334,0.9269533088222196,2714.9046553836006
mul2344,0.9093436738775408,2749.0962159864007
mul9989,0.9955595409613596,2921.986959258601
mul9999,0.995305810598564,2904.453409176001
mul3999,0.9940821400369676,2859.544135198801
mul3938,0.9936996783172988,2832.2387922366
mul3939,0.9932822622005896,2814.9843495168006
mul9934,0.9926367687578824,2802.785727168001
mul3949,0.99159081845917,2802.785727168001
mul9944,0.9911849665257768,2790.609995016001
mul3934,0.9900000416439628,2758.6704471282005
mul2944,0.9887987683395956,2793.143724417001
mul3944,0.9868444165724533,2746.5897323232007
mul4934,0.9845434084391907,2746.5897323232007
mul4944,0.9821909138047588,2734.531907715001
mul1944,0.979657779712142,2803.247220634201
mul3241,0.9738484214556354,2817.9858549240003
mul3234,0.9724032547760768,2761.2014152896004
mul3244,0.9702670272427046,2749.0962159864007
mul4244,0.966725061449646,2737.013906880001
mul1444,0.9319021991095,2747.032324920001
mul1433,0.9303779469859856,2771.2395529128003
mul4834,0.9253768750596516,2763.6089585580003
mul4844,0.9231196988336297,2751.5033025480006
mul4449,0.9195430370681182,2734.531907715001
mul4434,0.9160068997201332,2690.956150664401
mul4444,0.9151723645720669,2679.016233600001
mul3444,0.8986650958468146,2690.956150664401
mul4334,0.8942473307927439,2702.918957925601
mul4344,0.891997952059974,2690.956150664401
mul3344,0.8747997612645615,2702.918957925601
mul3144,0.143234400251006,2759.1244938180007
mul2144,0.1402701832972051,2805.7512939840008
mul9144,0.1391920564026607,2803.247220634201
mul4144,0.1356407090646171,2747.032324920001
mul9999,0.989374145999778,2904.453409176001
mul8999,0.9893296603032888,2921.986959258601
mul2999,0.9865755648832224,2907.090599049001
mul4999,0.9862217281975392,2847.2504955030013
mul9994,0.9838273025311326,2847.2504955030013
mul9993,0.9836417131461588,2859.544135198801
mul3994,0.98142957660591,2802.785727168001
mul4993,0.9799089011239048,2802.785727168001
mul4994,0.9791780557314688,2790.609995016001
mul3933,0.9787585010297476,2770.7740521300007
mul3943,0.9772989672808936,2758.6704471282005
mul4943,0.9744356989486612,2746.5897323232007
mul2943,0.9732505048621662,2805.343941067201
mul4944,0.9689030767929088,2734.531907715001
mul3843,0.96650137741482,2775.7375047648
mul4844,0.958545790703736,2751.5033025480006
mul4842,0.9574489248966084,2810.2559893920006
mul1944,0.9224521806766174,2803.247220634201
mul4489,0.9024564055894896,2807.768774932201
mul4493,0.8958712177736281,2746.5897323232007
mul4443,0.8889124192966645,2690.956150664401
mul4444,0.8810594378238095,2679.016233600001
mul4394,0.8787930446357359,2746.5897323232007
mul3343,0.8754779239889239,2714.9046553836006
mul3344,0.873222683805494,2702.918957925601
mul4344,0.8669338042943691,2690.956150664401
mul4244,0.86098908334673,2737.013906880001
mul1494,0.8538303300256272,2803.247220634201
mul1444,0.8370110725879397,2747.032324920001
mul1333,0.8335433887993973,2783.3775022044
mul1343,0.8329145884700869,2771.2395529128003
mul4144,0.8206853592814545,2747.032324920001
mul4141,0.8143007138639202,2815.9001877600003
mul9989,0.9950219166057964,2921.986959258601
mul9999,0.9949639891678982,2904.453409176001
